rating,comment,review_date,readers_users_user_id,book_isbn
5,Loved the writing style.,2025-12-22,35,979-0-959-987826-1
5,I expected more from the story.,2025-05-28,33,979-0-234-958045-4
3,Great atmosphere and pacing.,2024-12-12,10,979-0-719-107790-9
5,Too slow at the beginning.,2024-09-19,101,979-0-748-572780-2
2,Would definitely recommend it.,2025-06-23,106,979-0-144-234041-3
4,Interesting concept but weak execution.,2025-10-06,82,979-0-151-477880-3
5,"Not my favorite, but still enjoyable.",2024-12-08,54,979-0-327-102303-5
5,The characters were very believable.,2024-08-07,65,979-0-795-599555-5
4,Very emotional and well written.,2025-02-26,25,979-0-411-215400-4
3,I could not stop reading this book.,2024-10-29,57,979-0-907-460437-0
3,Too slow at the beginning.,2025-06-02,84,979-0-288-966212-0
5,One of the best books I read this year.,2024-12-31,90,979-0-445-776096-0
5,Great atmosphere and pacing.,2024-10-07,60,979-0-257-421697-6
3,The characters were very believable.,2025-02-09,37,979-0-778-237057-3
5,I could not stop reading this book.,2025-08-20,66,979-0-188-998043-9
4,Very emotional and well written.,2025-05-24,14,979-0-681-238197-1
4,Interesting concept but weak execution.,2025-11-24,48,979-0-198-316890-8
4,One of the best books I read this year.,2024-07-22,64,979-0-711-873253-0
5,Interesting concept but weak execution.,2025-05-24,20,979-0-225-144770-7
5,Too slow at the beginning.,2025-10-15,97,979-0-736-132670-2
4,I could not stop reading this book.,2025-05-13,94,979-0-146-450006-5
5,Great atmosphere and pacing.,2025-06-03,106,979-0-718-550314-5
4,Loved the writing style.,2025-07-28,57,979-0-435-995993-8
2,I could not stop reading this book.,2025-11-18,113,979-0-158-944554-9
5,I expected more from the story.,2024-12-26,109,979-0-537-427704-4
3,Very emotional and well written.,2025-09-26,114,979-0-913-298853-3
5,I could not stop reading this book.,2025-05-10,99,979-0-549-223088-3
3,The characters were very believable.,2025-05-22,77,979-0-596-845695-7
5,The characters were very believable.,2025-07-02,74,979-0-985-153430-6
5,Very emotional and well written.,2026-03-13,105,979-0-448-930382-1
3,Very emotional and well written.,2025-07-02,8,979-0-659-329157-6
4,I could not stop reading this book.,2026-04-29,105,979-0-831-490219-9
